"numMs"	"lt1msDelay"	"stddev"
"20"	1	0.0111692056612495
"30"	1	0.0111691884247013
"40"	1	0.0111691798064572
"50"	1	0.0111691746355202
"60"	1	0.0111691711882329
"70"	0.999981488141833	0.0516431670858292
"80"	0.999722145040289	0.171662105535827
"90"	0.99954299171621	0.2096287519545
"100"	0.999258758234733	0.23111827763712
